,enrollment_id,username,course_id,no_of_objects,bno_access,bno_pageclose,bno_problem,bno_video,bno_discussion,bno_navigate,bno_wiki,bno_total,bno_avg,no_of_active_days,time_consumption,browser_access,browser_pageclose,browser_problem,browser_video,server_access,server_discussion,server_problem,server_navigate,server_wiki,bno_browser,bno_server,label
17587,164433,kaAc9OSRmTYmUacyuwJF8uvWHTHZhU6I,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,27,17,11,35,8,0,1,0,72,10.285714285714286,1,0.0,5,11,31,8,12,0,4,1,0,55,17,1
17588,164435,notZnFUBIqcbpWIYWbyK9wwcfdCEbsj2,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,6,2,1,0,1,0,3,0,7,1.0,1,0.0,0,1,0,1,2,0,0,3,0,2,5,1
17589,164436,Dqr6qIWfTOfWtI2PbseZL8Rm5WmdZOyL,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8,12,0,15,0,23,1,0,51,7.285714285714286,1,0.0,6,0,14,0,6,23,1,1,0,20,31,1
17590,164444,R7nlNg2K1A6D7NxbdpuHIgXqttVlWJcu,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17591,164447,JfftjOGdDbpgbrupi0Gwr899R0jzXikJ,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,11,16,8,0,4,5,9,2,44,6.285714285714286,4,0.0,0,8,0,4,16,5,0,9,2,12,32,1
17592,164452,LLZV0fRwNBkHHCO0iJlbUS4AGPQGvo8C,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,10,15,0,14,1,0,2,0,32,4.571428571428571,1,0.0,8,0,13,1,7,0,1,2,0,22,10,1
17593,164456,QYjw7Y4e4Czbt9G691x4dA9fq3fXHjUR,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,6,2,1,0,1,7,6,0,17,2.4285714285714284,2,0.0,0,1,0,1,2,7,0,6,0,2,15,1
17594,164457,RNMplhTvSIPFgFZTfBAvIrYzbjwGfRpO,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,16,17,9,6,6,0,8,8,54,7.714285714285714,2,0.0,2,9,6,6,15,0,0,8,8,23,31,1
17595,164474,WLXtV9xU02TWrBcV5JQ79YomKzdOBWBA,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,4,5,2,0,0,0,2,0,9,1.2857142857142858,2,0.0,0,2,0,0,5,0,0,2,0,2,7,1
17596,164475,PrXGfRfcXAOp5eyOk9i7xyvPZyDLOEXf,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17597,164476,1QkcpD1DfxC2p3XNS9AeGnCICPIyGC1C,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6,3,2,0,2,0,1,0,8,1.1428571428571428,1,0.0,0,2,0,2,3,0,0,1,0,4,4,1
17598,164478,lcxEu4F2dIRGolbGM8J7dkDro6hPXvBJ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,12,21,9,8,1,4,11,0,54,7.714285714285714,2,0.0,8,9,8,1,13,4,0,11,0,26,28,0
17599,164487,NA8Wgtfbm0wtXt1SByxQO0XvsqhkLzxE,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5,3,1,0,1,0,1,0,6,0.8571428571428571,1,0.0,0,1,0,1,3,0,0,1,0,2,4,1
17600,164489,rZSqEDajDij6VIcQBEDrdSlRO8swoKNK,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,1,1,0,1,1,4,1,9,1.2857142857142858,1,0.0,0,1,0,1,1,1,0,4,1,2,7,1
17601,164491,Gcm2rqLAF1kWEJPfH2gzQRI0pndoww3G,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,8,8,5,0,3,0,6,0,22,3.142857142857143,2,0.0,0,5,0,3,8,0,0,6,0,8,14,1
17602,164492,p3tXqS62uMFoMZgoBWInrsBqScyEVB75,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,9,13,6,0,4,1,13,3,40,5.714285714285714,1,0.0,0,6,0,4,13,1,0,13,3,10,30,1
17603,164497,r0yZNwEG828V0TMkCl61Reya5Y5HO5aR,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,13,24,12,0,7,2,9,2,56,8.0,3,0.0,0,12,0,7,24,2,0,9,2,19,37,1
17604,164505,yL460nvgMDqeAUMg6jxieurwSdj92YoI,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,12,17,0,20,1,35,5,1,79,11.285714285714286,3,0.0,5,0,16,1,12,35,4,5,1,22,57,1
17605,164513,AaS8GsfaaiK26oA6b0QdGhs8opVCkjvV,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17606,164515,7wCkCmm5cR5EEXcCUnyxM6sXtrHGDdV9,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6,3,0,0,1,0,2,0,6,0.8571428571428571,1,0.0,0,0,0,1,3,0,0,2,0,1,5,1
17607,164516,kdAMRS8ek5nIImAJzh3SQaTESbJTFYQj,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,14,10,5,9,3,0,5,2,34,4.857142857142857,1,0.0,3,5,8,3,7,0,1,5,2,19,15,1
17608,164522,KsAGy1yiN8nYXJpS6DHcH3mgCmV9iuno,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,19,14,12,0,8,0,2,0,36,5.142857142857143,2,0.0,0,12,0,8,14,0,0,2,0,20,16,1
17609,164523,plzzrHT4KCGyPPQGvIdYTvuIq5SPXcu1,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,7,1,1,0,1,2,9,2,16,2.2857142857142856,1,0.0,0,1,0,1,1,2,0,9,2,2,14,1
17610,164524,T9Cyxm8vF5hMWVEQAwASNLuJdzjdg5o1,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17611,164529,Ldp7KDHbr0atRXYQ3DSiKhwRPw9nfvPl,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17612,164534,8yNyyy8aPKd19nuqwaynaLkU67KuROpn,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,3,1,0,1,0,1,0,6,0.8571428571428571,1,0.0,0,1,0,1,3,0,0,1,0,2,4,1
17613,164537,9poFqdhDn1jEwJp6tGIQlD3gMA14zAqO,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,15,38,0,13,1,0,8,0,60,8.571428571428571,4,0.0,2,0,13,1,36,0,0,8,0,16,44,1
17614,164539,TMVDThY2bkgDg7sHqM0GQP2XTTPMcYfY,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8,6,3,0,2,7,4,0,22,3.142857142857143,1,0.0,0,3,0,2,6,7,0,4,0,5,17,1
17615,164542,8p1yDT05QCsKrFjaE90DCIRByQyt5uxS,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,5,2,0,0,0,0,3,0,5,0.7142857142857143,1,0.0,0,0,0,0,2,0,0,3,0,0,5,1
17616,164552,SOZQ09msP4gFSDHArJmMSKrG8q4wIkm6,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,5,3,1,0,1,0,2,0,7,1.0,1,0.0,0,1,0,1,3,0,0,2,0,2,5,1
17617,164557,xN8qQh9NkfWvTtFHmPyQN8TpX680eL1v,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8,4,3,0,3,0,1,0,11,1.5714285714285714,1,0.0,0,3,0,3,4,0,0,1,0,6,5,1
17618,164565,s6KPq1RjdqeVgQrh8kntPjnSOHQAM1j3,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,4,1,0,0,2,2,0,9,1.2857142857142858,2,0.0,0,1,0,0,4,2,0,2,0,1,8,1
17619,164568,y79Bz5Pe0nNA2zswV3Szg0JL3sj7FjTw,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,8,0,10,0,1,1,0,20,2.857142857142857,1,0.0,4,0,9,0,4,1,1,1,0,13,7,1
17620,164575,bNBhDpviOcrLuVFG9Qda6S7fiYJ6jIvc,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,16,16,12,11,7,0,5,0,51,7.285714285714286,1,0.0,1,12,9,7,15,0,2,5,0,29,22,1
17621,164576,mFgVeo284zyRw0AHsEf7Tlutzf0jRu5y,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,38,42,24,38,15,0,12,2,133,19.0,3,0.0,12,24,26,15,30,0,12,12,2,77,56,1
17622,164583,4M7imMvvjejITdlkdL2tmwikUUTIrCPh,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5,2,1,0,1,3,2,0,9,1.2857142857142858,1,0.0,0,1,0,1,2,3,0,2,0,2,7,1
17623,164586,z1G7LpYxsjwTZY4hppMJzutv7SFcW56t,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,5,8,5,0,3,1,3,0,20,2.857142857142857,2,0.0,0,5,0,3,8,1,0,3,0,8,12,1
17624,164588,LqURTBP4yk5vSqNo0hCLASnfQyzdI5Pp,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5,7,0,0,0,1,2,0,10,1.4285714285714286,1,0.0,0,0,0,0,7,1,0,2,0,0,10,1
17625,164596,huVRXsZzo8sJwzNaUCXkQqT8IVauIRmI,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,5,3,1,0,1,0,1,0,6,0.8571428571428571,1,0.0,0,1,0,1,3,0,0,1,0,2,4,1
17626,164599,3eIemZUCKErDOaY2n5eaZc2Nb7KmqL3h,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,3,1,0,1,0,4,0,9,1.2857142857142858,1,0.0,0,1,0,1,3,0,0,4,0,2,7,1
17627,164604,D5T00vfAoymuLZctUEYUqWRUSFLxc6S2,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,17,13,8,6,5,0,16,9,57,8.142857142857142,1,0.0,2,8,6,5,11,0,0,16,9,21,36,1
17628,164609,KGwvzr0w0g2Ui1Ce7HWqcTPb5LubNTcC,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,16,26,11,132,7,0,7,0,183,26.142857142857142,1,0.0,14,11,128,7,12,0,4,7,0,160,23,1
17629,164612,vMgdrowUhfs65egdim3M3Ibio1bafxKv,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,3,2,0,0,0,0,1,0,3,0.42857142857142855,1,0.0,0,0,0,0,2,0,0,1,0,0,3,1
17630,164614,Ia1CTpUugiWywdlf9kz3F5HfoicyRI2a,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,10,12,0,22,0,0,8,0,42,6.0,1,0.0,6,0,17,0,6,0,5,8,0,23,19,1
17631,164618,GMzSpgZQ6jzVsfHn8W8i83JsYNxnP00b,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,3,2,0,0,0,0,1,0,3,0.42857142857142855,1,0.0,0,0,0,0,2,0,0,1,0,0,3,1
17632,164621,OK36i7c8u9GmSfG9DXL0YN94pRFkcmzE,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,10,14,4,62,3,0,3,1,87,12.428571428571429,1,0.0,9,4,62,3,5,0,0,3,1,78,9,1
17633,164623,rk9NUxSXr4iC638u7CUrQUKNTm3BCpYr,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,5,5,0,0,0,0,2,0,7,1.0,1,0.0,0,0,0,0,5,0,0,2,0,0,7,1
17634,164624,h3Oxw2qM6MZeJxbxgclKfxWrkznzqR3o,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17635,164625,9BDe6DEjC6kCZdUf85MYhGs6ssX3Yd66,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
17636,164629,SVcpJb6gXZcQDuOEWDQYFqv2P86R1Xaj,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,1,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
17637,164630,MWkXS8wTteiq3wnUOJQXQCzRJDoS4fUl,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8,11,1,0,1,2,8,2,25,3.5714285714285716,2,0.0,0,1,0,1,11,2,0,8,2,2,23,1
17638,164633,jQaCxlcrIW3B0ti76HtzjtRZOLJHPbzy,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6,8,4,0,0,0,1,0,13,1.8571428571428572,1,0.0,0,4,0,0,8,0,0,1,0,4,9,1
17639,164639,ZRcEnEYSSBQbkjzMu7sidjbxasfrmw8l,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,3,6,1,0,1,0,1,0,9,1.2857142857142858,1,0.0,2,1,0,1,4,0,0,1,0,4,5,1
17640,164650,WQKKwzu8xDLLktMRV89tUbRag4kJ87WF,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,11,6,3,0,2,1,5,1,18,2.5714285714285716,1,0.0,0,3,0,2,6,1,0,5,1,5,13,1
17641,164652,pOBmP02v5rRyUAaKAfr6us8i87HHPyHg,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,8,6,3,0,3,0,7,0,19,2.7142857142857144,3,0.0,0,3,0,3,6,0,0,7,0,6,13,1
17642,164654,kW1xniKv3zwqO5oh82gt2iROU6EwbCnD,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,9,5,1,18,1,0,3,0,28,4.0,1,0.0,2,1,17,1,3,0,1,3,0,21,7,1
17643,164662,4lIBX7jVNURqeuVw7y54KWNhg5lYseZ6,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8,7,5,0,1,0,3,0,16,2.2857142857142856,2,0.0,0,5,0,1,7,0,0,3,0,6,10,1
17644,164669,Ib8KHMHKfyTwrkbnwsSOuVq4nV1vOamx,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,7,8,2,0,2,0,3,0,15,2.142857142857143,2,0.0,3,2,0,2,5,0,0,3,0,7,8,1
17645,164672,JnItsaXrVUFk1SorJ52og61s5dE3TwDr,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,13,18,2,15,0,0,7,1,43,6.142857142857143,2,0.0,8,2,14,0,10,0,1,7,1,24,19,1
17646,164694,uUMf8oHT3hYC8oh9guwKDiIUlL3eooGH,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,6,5,0,0,0,0,1,0,6,0.8571428571428571,1,0.0,0,0,0,0,5,0,0,1,0,0,6,1
17647,164698,xKvX1ldWoix080dPRcCCrhtY6KsUvocI,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6,3,2,0,1,0,3,0,9,1.2857142857142858,2,0.0,0,2,0,1,3,0,0,3,0,3,6,1
17648,164708,QRKDYncXtzqUo7eYzl5ZNiNJ63G2lU5V,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,3,3,1,0,0,0,2,0,6,0.8571428571428571,1,0.0,0,1,0,0,3,0,0,2,0,1,5,1
17649,164710,T4zdcGe48q1WGzA0YIvniMTWo2k6dk59,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,3,2,0,0,0,0,1,0,3,0.42857142857142855,1,0.0,0,0,0,0,2,0,0,1,0,0,3,1
17650,164715,D5IkCYseUCO88GE1B1rMaRAAZyqCPk5T,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17651,164718,YHt0dZJFvCE3vP08l7NFcQ3cbtNDgaRS,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,6,3,0,2,0,3,0,14,2.0,1,0.0,0,3,0,2,6,0,0,3,0,5,9,1
17652,164720,6CAW15U7onmNe5U8VRNHyhImgcvFA6AP,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,7,3,2,0,2,0,2,0,9,1.2857142857142858,1,0.0,0,2,0,2,3,0,0,2,0,4,5,1
17653,164721,WhbpJZxh93gnEo0Bkb56Vi4OStNv0BeR,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,6,4,2,0,1,0,2,0,9,1.2857142857142858,1,0.0,0,2,0,1,4,0,0,2,0,3,6,1
17654,164725,dpMiuMIGfVjkJNBGAa2GW5Vztul0ul4C,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,14,26,6,23,2,19,6,0,82,11.714285714285714,2,0.0,15,6,20,2,11,19,3,6,0,43,39,1
17655,164731,haO9EV3Nk4mk3OeBYKT0QOiPfUTqVhFn,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,10,16,0,6,0,0,2,0,24,3.4285714285714284,1,0.0,4,0,6,0,12,0,0,2,0,10,14,1
17656,164737,IaoTQrvjcHkJTQC9F8CfKXXVgVZXu8JB,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5,2,1,0,1,0,5,0,9,1.2857142857142858,1,0.0,0,1,0,1,2,0,0,5,0,2,7,1
17657,164746,ikRlhkwZCU39UKjMqWVQGSSX3n2hrElG,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
17658,164749,DVyimdGTTnbLGYwEpoGlJAG1kt7yY9fR,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,2,1,0,1,0,1,0,5,0.7142857142857143,1,0.0,0,1,0,1,2,0,0,1,0,2,3,1
17659,164755,hgQRm8OL4JkmLyk7gplu1M4NKLxrHiyO,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,2,1,0,1,0,1,0,5,0.7142857142857143,1,0.0,0,1,0,1,2,0,0,1,0,2,3,1
17660,164769,w14rTBVaKAEl5wo1WnNS26mWscctUzrO,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,17,14,8,14,7,1,2,0,46,6.571428571428571,2,0.0,5,8,12,7,9,1,2,2,0,32,14,1
17661,164771,qOfaZTBIbb7J17xXt4ZWUinnClou9TNY,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,13,19,0,17,0,11,11,2,60,8.571428571428571,1,0.0,13,0,15,0,6,11,2,11,2,28,32,1
17662,164775,s8rbNwiDb6Ued6nUvpbwuDl2s256fOiD,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,8,4,1,0,1,1,5,1,13,1.8571428571428572,1,0.0,0,1,0,1,4,1,0,5,1,2,11,1
17663,164791,6aBFBdVzdNrq3IlbLV8DRjoHXWBDTkRv,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17664,164793,VD6TkymcxBFMdB1MoYEexj8K6lT6eEyR,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,9,6,2,18,2,13,5,1,47,6.714285714285714,1,0.0,3,2,18,2,3,13,0,5,1,25,22,1
17665,164798,jmSgKLjYRvCwLEN3cPhxDpejaRW1URFZ,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,2,1,0,1,0,1,0,5,0.7142857142857143,1,0.0,0,1,0,1,2,0,0,1,0,2,3,1
17666,164799,pPZkiQmDPKqQ9IZ0jTf8ExIfHdZSz9Tp,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,14,18,7,18,4,11,5,1,64,9.142857142857142,2,0.0,9,7,15,4,9,11,3,5,1,35,29,1
17667,164800,Exq64VXC5vAwuYwY4YHzQg0BjMOxcioB,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17668,164805,BBfiARXlf8DQ4mmAXStqrzMqGcJUzid6,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,4,4,0,0,0,1,1,0,6,0.8571428571428571,1,0.0,0,0,0,0,4,1,0,1,0,0,6,1
17669,164807,aKmGG28IIMsmRYbcnkO5kp7ipo4I9wj0,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17670,164813,cZWFemuqv22LyBzJ62hqYFI8OPrcmsVO,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17671,164816,2uLwwxMo6zi7FYS0noJqK7cA1dw8HmPb,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17672,164817,WTwb8dUqzcP0BlBT1I9MZd2r9gTEXFM0,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,5,2,1,0,1,0,2,0,6,0.8571428571428571,1,0.0,0,1,0,1,2,0,0,2,0,2,4,1
17673,164818,7xT79xUxciGCPT2px4CYK4DLm3lIDEn8,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,3,2,1,0,0,0,1,0,4,0.5714285714285714,1,0.0,0,1,0,0,2,0,0,1,0,1,3,1
17674,164819,td1qPqbY65yQMbPFzvqLZhtQGNGi89Aa,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,21,25,11,25,4,0,16,1,82,11.714285714285714,3,0.0,11,11,21,4,14,0,4,16,1,47,35,1
17675,164820,opdILbT2IBFIYJvyIT5NXM7ymKeuMTcM,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,4,3,2,0,2,0,4,0,11,1.5714285714285714,2,0.0,0,2,0,2,3,0,0,4,0,4,7,1
17676,164823,xdClWt95AonMUbXmVncDz7pyQAF4u9BG,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,2,0,0,0,0,3,0,5,0.7142857142857143,1,0.0,0,0,0,0,2,0,0,3,0,0,5,1
17677,164825,IfM7NFN1EcMfjBhCGt0UvdSV1gN33bRZ,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,2,0,0,0,0,0,4,0,4,0.5714285714285714,1,0.0,0,0,0,0,0,0,0,4,0,0,4,1
17678,164828,v7OTUgukPaXTchqClaPcgxRHfeAHlZs8,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,9,4,3,0,2,0,3,1,13,1.8571428571428572,1,0.0,0,3,0,2,4,0,0,3,1,5,8,1
17679,164831,yNygMjDRQbsmQrkdzv6Ni3gEhrA9rC9T,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
17680,164832,DmjOQ53VXOobMBTmNf8WzrNOpoPBXteN,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,10,9,3,0,3,0,3,0,18,2.5714285714285716,2,0.0,0,3,0,3,9,0,0,3,0,6,12,1
17681,164833,Vdk84P68xIHXBGrWqw3oEozZYT063dLv,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,6,2,1,0,1,0,3,0,7,1.0,1,0.0,0,1,0,1,2,0,0,3,0,2,5,1
17682,164839,k0fNZidBUd2gbryk31YveUTLLwvsjsHF,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,6,5,2,56,1,0,1,0,65,9.285714285714286,1,0.0,2,2,55,1,3,0,1,1,0,60,5,1
17683,164840,MSOPexvB5Mxvh6qEAn5PDvoAxMalQijS,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8,3,2,0,2,0,3,0,10,1.4285714285714286,1,0.0,0,2,0,2,3,0,0,3,0,4,6,1
17684,164843,oVaXXkgNP2VtEgRht0YdjYINkh8LeLTs,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,7,4,1,0,0,0,4,0,9,1.2857142857142858,1,0.0,0,1,0,0,4,0,0,4,0,1,8,1
17685,164854,iCakYP1w40pz3A1o7VgcbnomKTMQfUiT,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17686,164859,dgFOOUSNfQK8xIrT47Av0Q04bBFeE21W,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6,3,1,0,1,0,4,0,9,1.2857142857142858,2,0.0,0,1,0,1,3,0,0,4,0,2,7,1
17687,164870,6lI1WuhNHXlfVKzmWVMcaMqLcjUDqRef,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,13,17,10,0,6,4,12,1,50,7.142857142857143,2,0.0,5,10,0,6,12,4,0,12,1,21,29,1
17688,164877,jqdafBVztOaU7B8oBuajiXxvz1FDItGv,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17689,164884,1vSzQDGr3DRQD3m17X46GyHlBw9UnL8Y,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5,2,1,0,1,0,2,0,6,0.8571428571428571,1,0.0,0,1,0,1,2,0,0,2,0,2,4,1
17690,164885,qOfaZTBIbb7J17xXt4ZWUinnClou9TNY,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17691,164894,d1YpWm8ZrJHw6yZFmSUUfwiG1uncdFaC,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,8,6,0,5,0,2,0,21,3.0,2,0.0,0,6,0,5,8,0,0,2,0,11,10,1
17692,164897,OfowGKzB14DtDFMAzalSIqF59FGJmwsI,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,4,3,0,2,0,1,0,10,1.4285714285714286,1,0.0,0,3,0,2,4,0,0,1,0,5,5,1
17693,164899,hJaHVe8Xh44z9hukeLNeR2pNBHqQdjsc,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8,5,2,0,2,0,2,0,11,1.5714285714285714,1,0.0,0,2,0,2,5,0,0,2,0,4,7,1
17694,164901,i7nraLaHwBYgXZfTke5TbxgaFvaS9vbl,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,9,9,2,0,0,3,8,1,23,3.2857142857142856,2,0.0,2,2,0,0,7,3,0,8,1,4,19,1
17695,164902,kBQcF47B5gP441lpSW9ys93OU4QAjKEG,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
17696,164903,kBQcF47B5gP441lpSW9ys93OU4QAjKEG,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
