,enrollment_id,username,course_id,no_of_objects1,bno_access1,bno_pageclose1,bno_problem1,bno_video1,bno_discussion1,bno_navigate1,bno_wiki1,bno_total1,bno_avg1,no_of_active_days1,time_consumption1,browser_access1,browser_pageclose1,browser_problem1,browser_video1,server_access1,server_discussion1,server_problem1,server_navigate1,server_wiki1,bno_browser1,bno_server1,label,no_of_objects2,bno_access2,bno_pageclose2,bno_problem2,bno_video2,bno_discussion2,bno_navigate2,bno_wiki2,bno_total2,bno_avg2,no_of_active_days2,time_consumption2,browser_access2,browser_pageclose2,browser_problem2,browser_video2,server_access2,server_discussion2,server_problem2,server_navigate2,server_wiki2,bno_browser2,bno_server2
10016,85025,BvCRPlMfMau2kDEBEjyV1l6RJMQy5B5l,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,9.0,1.2857142857142858,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0,7.0
10017,85050,nyeqFiX3kXuwJTyYhNUJyRvPBqtJ6Two,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,1.1428571428571428,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,6.0
10018,85076,oW1xvgPq04VONgGO2ScFMsBR7tam1x2P,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,10.0,1.4285714285714286,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,2.0,8.0
10019,85111,4sNqSI7Ntno9WsJhOo6RhAKwZwVuo3TV,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10020,85125,HpVSIYjYyErYvGk0jIIh7vGC0VGqoFpj,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,4.0,2.0,0.0,1.0,0.0,7.0,1.0,15.0,2.142857142857143,1.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,7.0,1.0,3.0,12.0
10021,85126,PWCmirnemxe8gmyr1O505eqeMATy6y8u,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,9.0,1.2857142857142858,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,4.0,5.0
10022,85127,dZqFLbQhzRGv0XrnoR6Btyn7eZPLWNcs,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,18.0,0.0,20.0,0.0,0.0,2.0,0.0,40.0,5.714285714285714,1.0,0.0,6.0,0.0,17.0,0.0,12.0,0.0,3.0,2.0,0.0,23.0,17.0
10023,85129,BvCRPlMfMau2kDEBEjyV1l6RJMQy5B5l,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,7.0,3.0,0.0,0.0,2.0,5.0,0.0,17.0,2.4285714285714284,1.0,0.0,2.0,3.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,5.0,12.0
10024,85135,n2FEbIJOdMpzLhQAaysQpPRu04nDuH4a,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,9.0,4.0,0.0,3.0,0.0,2.0,0.0,18.0,2.571428571428572,1.0,0.0,0.0,4.0,0.0,3.0,9.0,0.0,0.0,2.0,0.0,7.0,11.0
10025,85144,CVCf4od7ffnWY5VcGG9qXOV7fsgr6eo9,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,15.0,2.142857142857143,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,15.0
10026,85174,TNWu8lQOCqXwhlhWhjlBSPXoG0TmfsH5,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
10027,85178,TNWu8lQOCqXwhlhWhjlBSPXoG0TmfsH5,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
10028,85182,TNWu8lQOCqXwhlhWhjlBSPXoG0TmfsH5,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
10029,85204,rSg9Ux5o4Clwkrl8yQB8aMYBxGhrELBb,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,5.0
10030,85215,hu8eak1Xmf8voE8pnxPzkSD2dZP9Sipf,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.4285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0
10031,85221,QtVFRX2q8o00yrhDoRxTCIn6JhufsUXY,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10032,85234,x8deFWL3OuMwdtM1Ar06UAP0kS8JTUGt,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.0,32.0,0.0,21.0,0.0,0.0,2.0,0.0,55.0,7.857142857142857,1.0,0.0,19.0,0.0,18.0,0.0,13.0,0.0,3.0,2.0,0.0,37.0,18.0
10033,85236,rSg9Ux5o4Clwkrl8yQB8aMYBxGhrELBb,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,5.0
10034,85254,5AnTWuSZRA41O05i9OVXdtPUlL8FmaJL,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.0,22.0,4.0,2.0,1.0,7.0,19.0,3.0,58.0,8.285714285714286,2.0,0.0,1.0,4.0,2.0,1.0,21.0,7.0,0.0,19.0,3.0,8.0,50.0
10035,85315,6wxNqFTG10UU1QlHAjCeeHAXofHA0Wd6,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
10036,85320,6W33zL2q4028wAczl90YoEq5VRoJonHk,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
10037,85329,dkZKTQ89aNq1jLWsQ8GHGCzeOaVmaX8E,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10038,85336,176ILS8J1NMmZsoc0RxEg8JQJcz6ksLo,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10039,85340,7iqCukuZ9oGbANuGlupslMrsiHUFtGa5,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0
10040,85362,h7k1wsPKqQnsb0xgegTBlN0S8ZpolGHh,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,9.0,1.2857142857142858,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,2.0,7.0
10041,87094,TPPsOieQBcwqH8dqABTR3mddQ5gDzlZO,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22.0,26.0,20.0,0.0,18.0,0.0,3.0,0.0,67.0,9.571428571428571,1.0,0.0,3.0,20.0,0.0,18.0,23.0,0.0,0.0,3.0,0.0,41.0,26.0
10042,87190,rs3WOUQ4PSHbNxyhVeLlE6lgdYqGPTef,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16.0,26.0,5.0,15.0,3.0,0.0,4.0,0.0,53.0,7.571428571428571,1.0,0.0,20.0,5.0,14.0,3.0,6.0,0.0,1.0,4.0,0.0,42.0,11.0
10043,87447,QflUMQYqgKuyQPnCteHvz3LqhJ9AwCga,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,37.0,63.0,47.0,0.0,39.0,6.0,8.0,0.0,163.0,23.285714285714285,2.0,0.0,8.0,47.0,0.0,39.0,55.0,6.0,0.0,8.0,0.0,94.0,69.0
10044,88086,ffLXxfgMU4yir9uI5fIkKo2iZzEw2Lpz,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0
10045,88290,zagfJzNHtSvWCFgkMj9NSIbmff9j4Jzi,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,9.0,1.2857142857142858,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,7.0
10046,88395,qInCpaeuecWrGMAIOnQb1wZeYTgOfrqB,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10047,88419,Nnydl7u2ge7nezXYbZ5DWwoPbVU96qN7,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.0,25.0,12.0,25.0,7.0,2.0,4.0,0.0,75.0,10.714285714285714,1.0,0.0,8.0,12.0,19.0,7.0,17.0,2.0,6.0,4.0,0.0,46.0,29.0
10048,88520,klfSXDgeuLd0URCaUqSBWiGxyD6lj0zh,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,31.0,53.0,12.0,38.0,14.0,18.0,7.0,0.0,142.0,20.285714285714285,1.0,0.0,34.0,12.0,33.0,14.0,19.0,18.0,5.0,7.0,0.0,93.0,49.0
10049,88535,RMHhN3yqeqMVtL0le3LPxRjp5aMu0uOX,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,9.0,1.2857142857142858,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,4.0,5.0
10050,88543,dorUpp1ODfe9BqxoBX8EUNGD90FW70kn,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37.0,61.0,20.0,58.0,15.0,0.0,2.0,0.0,156.0,22.285714285714285,1.0,0.0,30.0,20.0,52.0,15.0,31.0,0.0,6.0,2.0,0.0,117.0,39.0
10051,88559,dpAgQLtjPDPymVmdyZFVsWQut5sougN0,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,3.0,2.0,0.0,2.0,4.0,6.0,1.0,18.0,2.571428571428572,1.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,0.0,6.0,1.0,4.0,14.0
10052,88609,NRGKxfD21idsk82Fv2MwrybcNTOKr52A,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10053,88671,uUGE7QSg22XWq63RpYifnvGl7ha2AJY9,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10054,88682,IPGiOAgTo8oAVcrOKeYCONet5W5qWWCW,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
10055,88683,YPNKBmbK0WLMDD2GyDPdurqVlRMJYUzc,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.4285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
10056,88691,OanZ4liHLS9Z9zOLSdbk7KQJbN4gOKSZ,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10057,94892,nPRsjektHdbQkeAf1fIK4JbhrESPbPsA,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10058,95304,sXXu4twesSnXXidsHxSOeMg5Xzk8xAsm,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
10059,95315,U0aWEpE7Ns3m6FjrcttSNCCy6f34uaV4,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10060,95323,Ge5fW9CsKdA0D6503NL20NzJpcoMVtar,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,5.0
10061,95333,YybGVTqjY7vuqDLgHStfT8JBgnvTLDFS,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,5.0
10062,95336,QzVwezWUOBpl33EMiprsTWQNwkGzpYUZ,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10063,95343,WjGAvDgXPzKEfssMPXtQ1xVWZPI1hH6R,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.4285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0
10064,95365,Ieqd5itEcYJJN0R1exEtlEqnGZPAbCE6,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,5.0
10065,95379,jl79Z6TfXd4YLzsAQwSCeo1eMaF6Ha8d,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,7.0,0.0,0.0,0.0,4.0,9.0,1.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,9.0,1.0,0.0,21.0
10066,95421,Bha7QMGmONKAqxvqVmMzYDzgn03rupB9,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
10067,95443,Bha7QMGmONKAqxvqVmMzYDzgn03rupB9,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.8571428571428571,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,5.0
